Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League	Broadcaster
5	G	Judoteam SHIAI-DO Union Thermenregion	7	70	ASKÖ Reichraming	6	57	2. Judo Bundesliga Männer	2016	2016-09-09T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judoteam SHIAI DO	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Sporthalle Franz Fürst Freizeitzentrum	2. Judo Bundesliga Männer	
5	G	Swarovski Judo Wattens	8	75	Union Kirchham	6	57	2. Judo Bundesliga Männer	2016	2016-09-09T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
5	G	UJZ Mühlviertel 2	9	90	SV Gallneukirchen	5	47	2. Judo Bundesliga Männer	2016	2016-09-10T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	SHS Niederwaldkirchen @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	2. Judo Bundesliga Männer	
5	G	JU DynamicOne	7	70	Sanjindo Tigers	7	70	2. Judo Bundesliga Männer	2016	2016-09-10T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Schul- und Kulturzentrum Feldkirchen/Donau @ 4101 Feldkirchen, Schulstr. 12	4101	Feldkirchen	Schulstr. 12	Schul- und Kulturzentrum Feldkirchen/Donau	2. Judo Bundesliga Männer	
6	G	UJZ Mühlviertel 2	11	110	Swarovski Judo Wattens	3	30	2. Judo Bundesliga Männer	2016	2016-10-01T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	SHS Niederwaldkirchen @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	2. Judo Bundesliga Männer	
6	G	ASKÖ Reichraming	8	80	Sanjindo Tigers	6	60	2. Judo Bundesliga Männer	2016	2016-10-01T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Reichraming	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	VS Ternberg @ 4452 Ternberg , Alois-Derfler-Str. 4	4452	Ternberg	Alois-Derfler-Str. 4	VS Ternberg	2. Judo Bundesliga Männer	
6	G	Union Graz	4	40	JU DynamicOne	10	100	2. Judo Bundesliga Männer	2016	2016-10-01T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Hausmannstätten @ 8071 Hausmannstätten, Hauptstraße 50	8071	Hausmannstätten	Hauptstraße 50	Sporthalle Hausmannstätten	2. Judo Bundesliga Männer	
6	G	Judoteam SHIAI-DO Union Thermenregion	7	58	SV Gallneukirchen	7	67	2. Judo Bundesliga Männer	2016	2016-10-01T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judoteam SHIAI DO	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Sporthalle Franz Fürst Freizeitzentrum	2. Judo Bundesliga Männer	
7	G	Swarovski Judo Wattens	4	37	JU DynamicOne	10	95	2. Judo Bundesliga Männer	2016	2016-10-08T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
7	G	UJZ Mühlviertel 2	8	80	Union Graz	6	60	2. Judo Bundesliga Männer	2016	2016-10-08T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	SHS Niederwaldkirchen @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	2. Judo Bundesliga Männer	
7	G	Union Kirchham	3	30	ASKÖ Reichraming	10	95	2. Judo Bundesliga Männer	2016	2016-10-08T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 35	4656	Kirchham 35	4656 Kirchham 35	MZH Kirchham	2. Judo Bundesliga Männer	
7	G	Sanjindo Tigers	8	80	Judoteam SHIAI-DO Union Thermenregion	5	38	2. Judo Bundesliga Männer	2016	2016-10-15T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	Judoteam SHIAI DO	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer	
8	G	SV Gallneukirchen	6	60	ASKÖ Reichraming	8	75	2. Judo Bundesliga Männer	2016	2016-10-28T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	HS Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	HS Gallneukirchen	2. Judo Bundesliga Männer	
8	G	Sanjindo Tigers	7	67	UJZ Mühlviertel 2	7	48	2. Judo Bundesliga Männer	2016	2016-10-29T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer	
8	G	Union Graz	8	72	Swarovski Judo Wattens	5	50	2. Judo Bundesliga Männer	2016	2016-10-29T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Hausmannstätten @ 8071 Hausmannstätten, Hauptstraße 50	8071	Hausmannstätten	Hauptstraße 50	Sporthalle Hausmannstätten	2. Judo Bundesliga Männer	
8	G	JU DynamicOne	10	90	Union Kirchham	4	35	2. Judo Bundesliga Männer	2016	2016-10-29T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Schul- und Kulturzentrum Feldkirchen/Donau @ 4101 Feldkirchen, Schulstr. 12	4101	Feldkirchen	Schulstr. 12	Schul- und Kulturzentrum Feldkirchen/Donau	2. Judo Bundesliga Männer	
9	G	Swarovski Judo Wattens	5	50	Sanjindo Tigers	9	85	2. Judo Bundesliga Männer	2016	2016-11-05T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
9	G	Union Kirchham	5	50	UJZ Mühlviertel 2	9	87	2. Judo Bundesliga Männer	2016	2016-11-05T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 35	4656	Kirchham 35	4656 Kirchham 35	MZH Kirchham	2. Judo Bundesliga Männer	
9	G	Judoteam SHIAI-DO Union Thermenregion	8	80	Union Graz	6	54	2. Judo Bundesliga Männer	2016	2016-11-05T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judoteam SHIAI DO	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Festsaal Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Festsaal Franz Fürst Freizeitzentrum	2. Judo Bundesliga Männer	
9	G	SV Gallneukirchen	5	45	JU DynamicOne	9	85	2. Judo Bundesliga Männer	2016	2016-11-05T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	HS Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	HS Gallneukirchen	2. Judo Bundesliga Männer	
